"","ocurrenceID","database","collectionCode","basisOfRecord","scientificName","genus","specificEpithet","eventDate","year","month","day","startDayOfYear","dayCode","phenology","buds","flowers","fruit","vegetative","unknown","phenologyNotes","generalNotes","stateProvince","county","municipality","locality","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","picture","pictureChecked","inBCBrange","phenOne","phenTwo","phenThree","PhenFour","locationNotes","coordinateSource","coordinateUncertaintySource","compiler"
"3246",5161320,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","7/4/1926",1926,7,4,185,1926185,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Walworth","","East Troy",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3247",5161336,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/20/1944",1944,8,20,233,1944233,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Waukesha","","Near Delafield and Pewaukee Twp. line. [near Pewaukee Lake]",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3248",5161885,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/5/1952",1952,8,5,218,1952218,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Lincoln","Russell","Russell Twp. T33N, R8E, sec 26",45.314773,-89.455405,1200,"Y","Y","Y","Yes","Flowering","","","PLSS","PLSS","best estimate","JA"
"3249",5162261,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/28/1963",1963,9,28,271,1963271,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Manitowoc","","Picture has map Hwy 141 and Rockwood, then 200yds W on town road. [S of Francis Creek]",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3250",5162402,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/2/1957",1957,8,2,214,1957214,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Florence","","Picture has map T38N R18E Sect 26",45.74073,-88.208864,1200,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","PLSS","best estimate","JA"
"3251",5162795,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/15/1962",1962,8,15,227,1962227,"flowering and fruit","unknown","Y","Y"," "," ","","same day/place, different phenology","Wisconsin","Monroe","","[N of Clifton] T16N R1E W [sic] Sect 14. has map",NA,NA,NA,"Y","Y","Y","Yes","Both","","","","","","JA"
"3252",5162950,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/2/1930",1930,9,2,245,1930245,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Grant","","Along Platte River, sec 33, T4N, R2W",42.780463,-90.614119,800,"Y","Y","Y","Yes","Flowering","","","PLSS","PLSS/locality","best estimate","JA"
"3253",5163021,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/27/1955",1955,8,27,239,1955239,"fruit","N","N","Y"," "," ","","","Wisconsin","Lincoln","Rock Falls","Along Wisconsin River, NW corner, T33N, R6E, sec 29, tn Rock falls",45.323328,-89.775746,500,"Y","Y","Y","Yes","Fruiting","","","PLSS","PLSS/locality","best estimate","JA"
"3254",5166068,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/30/1967",1967,9,30,273,1967273,"fruit","N","N","Y"," "," ","","","Wisconsin","Sheboygan","","Picture has map Thuja Woods. [NW of Cascade]",NA,NA,NA,"Y","Y","Y","Yes","Fruiting","","","PLSS? Check picture","","","JA"
"3255",5166503,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/5/1960",1960,9,5,249,1960249,"flowering and fruit","unknown","Y","Y"," "," ","","","Wisconsin","Lincoln","","Picture has map Prairie River Flowage by Ward Paper Mill. T31N R6E Sect 1 SW1/4",45.19263,-89.688242,300,"Y","Y","Y","Yes","Both","","","PLSS? Check picture","PLSS/locality","best estimate","JA"
"3256",5166948,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/14/1886",1886,8,14,226,1886226,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Waukesha","","Menomonee Valley near Milwaukee.",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3257",5168585,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","7/29/1972",1972,7,29,211,1972211,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Sawyer","","Picture has map Venison Creek on the Moose Lake Road. [NW of Loretta]",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3258",5170312,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/29/1956",1956,8,29,242,1956242,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Green Lake","","Picture has map Lower White River Marsh - 5mi. SE of Neshkoro [Marquette Co.], 4-6mi. N of Princeton. T17N R12E Sect30",43.916589,-89.117339,1200,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","PLSS","best estimate","JA"
"3259",5171918,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/8/1987",1987,9,8,251,1987251,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Waupaca","","Picture has map Along Crystal River, about 0.5mi. off Cleghorn Rd.",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3260",5173179,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/4/1961",1961,9,4,247,1961247,"flowering and fruit","unknown","Y","Y"," "," ","","same day/place, same phenology?","Wisconsin","Sheboygan","","[SSW of Beechwood]  T13N R20E Sect 30/31. Has map",NA,NA,NA,"Y","Y","Y","Yes","Both","","","","","","JA"
"3261",5174335,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","6/13/1953",1953,6,13,164,1953164,"vegetative","N","N","N","Y"," ","","","Wisconsin","Brown","","Picture has map Ecological Station No. 3562 [N of Green Bay] T25N R20E Sect 35W",44.598694,-88.043984,900,"Y","Y","Y","No","","","","PLSS","PLSS","best estimate","JA"
"3262",5175910,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/22/1962",1962,8,22,234,1962234,"flowering and fruit","unknown","Y","Y"," "," ","","","Wisconsin","Clark","","Picture has map Just E of CTH Z. [SSE of Lynn] T23N R1E Sect 36",44.431457,-90.334333,900,"Y","Y","Y","Yes","Both","","","PLSS? Check picture","PLSS/locality","best estimate","JA"
"3263",5182445,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/23/1893",1893,8,23,235,1893235,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Douglas","","Superior",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3264",5182956,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/3/1927",1927,9,3,246,1927246,"fruit","N","N","Y"," "," ","","same day/place, different phenology","Wisconsin","Polk","","Saint Croix Falls, Intertstate Park",NA,NA,NA,"Y","Y","Y","Yes","Fruiting","","","","","","JA"
"3265",5183806,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/26/1988",1988,8,26,239,1988239,"fruit???","unknown","N","Y"," "," ","recheck phenology: very unsure","","Wisconsin","Washington","","Kewaskum Maple-Oak Woods Northern Part State Natural Area T12N R19E NE1/4 sec 15",NA,NA,NA,"Y","Y","Y","Yes","Fruiting","","","PLSS","","","JA"
"3266",5184768,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/15/1962",1962,8,15,227,1962227,"flowering","unknown","Y","N"," "," ","","same day/place, same phenology?","Wisconsin","Vilas","","Powell-Flambeau """"marsh"""". Has map",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3267",5186220,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/20/1969",1969,9,20,263,1969263,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Jefferson","","Picture has map 1.8mi. SE of Rome at the end of Hunter's Road on Government Conservation acres. T6N R16E Sect21",42.963417,-88.609436,300,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","PLSS/locality","best estimate","JA"
"3268",5190097,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/12/1956",1956,8,12,225,1956225,"flowering and ???","maybe","Y","maybe"," "," ","recheck phenology: very unsure","same day/close together, same phenology?","Wisconsin","Lincoln","","Picture has map Prairie River, just outside of Merrill, N of city limits on Hwy 51. T32N R7E Sect 6",45.200643,-89.653545,1000,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","locality","best estimate","JA"
"3269",5190464,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/25/1973",1973,8,25,237,1973237,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Waukesha","","Picture has map Scuppernong Wildlife Area, ca. 1mi. W of CTH ZZ, 3mi. W of N. Prairie.",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3270",5196495,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/5/1928",1928,9,5,249,1928249,"vegetative","N","N","N","Y"," ","","","Wisconsin","Washburn","","6mi. W of Stone Lake. [near MacKay Springs]",NA,NA,NA,"Y","Y","Y","No","","","","","","","JA"
"3271",5196944,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/30/1909",1909,8,30,242,1909242,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","","Wisconsin","Dane","","Near morainic """"Island."""" Univ. Bay.",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3272",5198332,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/4/1958",1958,9,4,247,1958247,"flowering and fruit?","unknown","Y","Y"," "," ","recheck phenology: unsure","same day/close together, same phenology","Wisconsin","Shawano","","Picture has map RR causeway across Wolf River, Shawano.",NA,NA,NA,"Y","Y","Y","Yes","Both","","","PLSS? Check picture","","","JA"
"3273",5199842,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/10/1886",1886,8,10,222,1886222,"flowering","unknown","Y","N"," "," ","","same day/place, same phenology","Wisconsin","Milwaukee","","Milwaukee River valley",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3274",5200178,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/8/1993",1993,8,8,220,1993220,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Taylor","","Picture has map E side of Mondeaux River, Chequamegon National Forest",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3275",5200268,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/1/1960",1960,8,1,214,1960214,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Florence",""," Picture has map Stream leading to Pine River",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3276",5201328,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/2/1909",1909,9,2,245,1909245,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Walworth","","Williams Bay",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3277",5201773,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/12/1929",1929,9,12,255,1929255,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Washburn","","Trego, marsh off lincoln lake",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3278",5203218,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/16/1972",1972,9,16,260,1972260,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Monroe","","Picture has map 3mi. NE of Portland along CTH X.",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3279",5204650,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/10/1969",1969,8,10,222,1969222,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Manitowoc","","Picture has map N/A",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3280",5206675,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/31/1958",1958,8,31,243,1958243,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Sauk","","has map. Weigands Bay, on Lake Wisconsin. [W of Merrimac] T10 N, R7E,, SECT 8",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS","","","JA"
"3281",5210534,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/16/1959",1959,9,16,259,1959259,"flowering","unknown","Y","N"," "," ","","same day/place, same phenology","Wisconsin","Sheboygan","","Picture has map Vicinity of Cedar Grove, on shore of Lake Michigan. 14mi. S of Sheboygan.",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3282",5210593,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/25/1905",1905,8,25,237,1905237,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Racine","","lower edge of river bank ""Cedar Bend""",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3283",5212545,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/21/1956",1956,8,21,234,1956234,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Saint Croix","","Picture has map N of Wisconsin 64. [NW of Cylon]",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3284",5215356,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","6/24/1953",1953,6,24,175,1953175,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Manitowoc","","Picture has map Ecological Station No. 3574",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3285",5216768,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/20/1979",1979,8,20,232,1979232,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Shawano","","Picture has map Loon Lake Island, Loon Lake, Wescott Twp. [NE of Shawano]",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3286",5217127,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/7/1952",1952,9,7,251,1952251,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Brown","","Western part of Suamico. Sec 17 T25N-R20E",44.641154,-88.100417,1200,"Y","Y","Y","Yes","Flowering","","","PLSS","PLSS","best estimate","JA"
"3287",5220238,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","10/20/2000",2000,10,20,294,2000294,"?","","",""," ","Y","need to recheck phenology","picture just has little envelope on board","Wisconsin","Iowa","","Avoca Prairie, Lower Wisconsin River State Wildlife Area, 2 miles W of Avoca, along gravel entrance road",NA,NA,NA,"Y","Y","Y","","","","","","","","JA"
"3288",5221938,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/16/1959",1959,8,16,228,1959228,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Marinette","","Picture has map About 1 mi. N of Beaver, 3.3 mi. S of Peshtigo River",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3289",5222915,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/14/1959",1959,8,14,226,1959226,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Barron","","Picture has map Outskirts of Rice Lake on Hwy 48. T35N R10W SECT 9",45.531138,-91.758514,1000,"Y","Y","Y","Yes","Flowering","","","PLSS and locality don't match up, used locality","locality","best estimate","JA"
"3290",5223451,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","10/7/1965",1965,10,7,280,1965280,"fruit","N","N","Y"," "," ","","","Wisconsin","Marquette","","Picture has map McCall Lake, 1mi. NW of Briggsville.",NA,NA,NA,"Y","Y","Y","Yes","Fruiting","","","PLSS? Check picture","","","JA"
"3291",5223775,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/24/1949",1949,8,24,236,1949236,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Shawano","","North Branch of Pensaukee River, 5mi. SE of Pulcifer. S14, T27? R18E",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS","","","JA"
"3292",5224934,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/14/1958",1958,9,14,257,1958257,"flowering","unknown","Y","N"," "," ","","same day/place, different phenology","Wisconsin","Fond du Lac","","Picture has map SW end of Mauthe Lake, Kettle Moraine Forest [S of Dundee] T13N R19E Sect 14 extreme NE",43.599716,-88.183909,300,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","PLSS/locality","best estimate","JA"
"3293",5225982,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/27/1958",1958,9,27,270,1958270,"flowering and fruit","unknown","Y","Y"," "," ","","","Wisconsin","Brown","","Picture has map 0.5mi. E of Benderville. T25N, R22E, Sect 29",44.611099,-87.854984,1200,"Y","Y","Y","Yes","Both","","","PLSS","PLSS","best estimate","JA"
"3294",5227331,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/2/1956",1956,9,2,246,1956246,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Forest","","Picture has map Near shores of Lake Julia (E.S. Bradford's property). [NW of Hiles] T38N R12E Sect 6",45.80208,-89.036122,1000,"Y","Y","Y","Yes","Flowering","","","couldn't find exact locality","PLSS/locality","best estimate","JA"
"3295",5228136,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","10/1/1947",1947,10,1,274,1947274,"fruit","N","N","Y"," "," ","","","Wisconsin","Bayfield","","S shore of Lake Bellvue, 4mi. S of Delta.",46.432956,-91.276673,800,"Y","Y","Y","Yes","Fruiting","","","","locality","best estimate","JA"
"3296",5228896,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/1/1993",1993,8,1,213,1993213,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Washington","","Picture has map W of Hartford.",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","PLSS? Check picture","","","JA"
"3297",5230903,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/17/1940",1940,8,17,230,1940230,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Vilas","","Creek flowing into N end of Trout Lake near CTH M.  (near highway M)",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3298",5230952,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/26/1963",1963,8,26,238,1963238,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Bayfield","","Picture has map Wayside Hwy 13, 3mi. W of Port Wing. T50 N R8W Sect 35",46.7678,-91.331986,1200,"Y","Y","Y","Yes","Flowering","","","couldn't find exact locality","PLSS","best estimate","JA"
"3299",5233328,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/26/1936",1936,8,26,239,1936239,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","","Wisconsin","Polk","","Saint Croix Falls, Intertstate Park",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3300",5234245,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/7/1974",1974,8,7,219,1974219,"flowering and fruit?","unknown","Y","Y"," "," ","recheck phenology: unsure","","Wisconsin","Iron","","Picture has map [SE of Cedar]. T46N R1W Sect 2 NW1/4 NW 1/4",46.498797,-90.46325,300,"Y","Y","Y","Yes","Both","","","PLSS? Check picture","PLSS","best estimate","JA"
"3301",5235633,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","8/12/1956",1956,8,12,225,1956225,"flowering","unknown","Y","N"," "," ","","same day/close together, same phenology?","Wisconsin","Lincoln","","Merrill. T31 N R 7E Sect 18, has map",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3302",5236152,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","7/28/1897",1897,7,28,209,1897209,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Douglas","","Lake Superior region, near St. Louis River opposite Fond du La [Minn].",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"3303",5237754,"MW","WIS","specimen","Chelone glabra","Chelone","glabra","9/2/1973",1973,9,2,245,1973245,"flowering","unknown","Y","N"," "," ","","","Wisconsin","Sauk","","On CTH W, Potter Estate. [E of Baraboo] T11N R7E Sect 3, has map",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
